datetime,ticker,open,high,low,close,volume,SMA_20,SMA_50,SMA_200,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,daily_return,estrategia_optima
2021-08-16,A,159.03,162.51,159.02,162.08,-1,153.978,149.451,129.94765,84.77411106866083,146.91241670005707,153.978,161.04358329994295,3.0859660420698845,0.5173706567811216,2.568595385288763,1.9047374901852936,0.01777080062794356,1
2021-08-17,A,161.16,161.85,159.29,161.0,-1,154.56250000000003,149.9182,130.2425,78.07753271399793,147.19518705700565,154.56250000000003,161.9298129429944,3.2083782630569146,0.5118263022145215,2.696551960842393,1.9679705266006313,-0.00666337611056278,1
2021-08-18,A,163.4,165.43,162.1,163.06,-1,155.269,150.4046,130.54735,81.13810827465525,147.4780905875054,155.269,163.05990941249462,3.4320530428836946,0.5884008656330408,2.843652177250654,2.1438297747005866,0.01279503105590063,1
2021-08-19,A,161.84,169.04,161.63,167.7,-1,156.1385,150.9564,130.8598,85.90974991837102,146.92598842748632,156.1385,165.35101157251367,3.9383275508063207,0.8757402988445335,3.062587251961787,2.5199847907934014,0.028455783147307567,1
2021-08-20,A,167.8,170.73,167.06,168.15,-1,156.93099999999998,151.4582,131.1654,86.27245583403614,146.46687401492153,156.93099999999998,167.39512598507844,4.325997577802013,1.0107282606721806,3.315269317129833,2.6021287343081574,0.0026833631484795006,1
2021-08-23,A,169.41,170.57,168.11,170.0,-1,157.917,151.98760000000001,131.4727,87.67688644290327,146.42572898789257,157.917,169.40827101210743,4.728006885815148,1.130190054948252,3.597816830866896,2.5919766818575734,0.011002081474873693,1
2021-08-24,A,170.92,171.22,169.21,170.62,-1,158.9495,152.5126,131.77375,88.11570550621225,146.77424904613906,158.9495,171.12475095386094,5.038549712482791,1.1525863052927159,3.885963407190075,2.550406918867746,0.0036470588235293366,1
2021-08-25,A,170.1,173.51,170.05,173.32,-1,160.042,153.0864,132.0776,89.81638933041128,146.81665177057732,160.042,173.26734822942268,5.439817742350783,1.2430834681285665,4.196734274222217,2.615377853234334,0.015824639549876895,1
2021-08-26,A,173.86,174.47,172.06,173.63,-1,161.0895,153.6874,132.38295,89.99344801957875,147.02714790954903,161.0895,175.15185209045094,5.716938646180665,1.2161634975667583,4.500775148613907,2.600708006574738,0.0017885991230095488,1
2021-08-27,A,174.26,175.1,172.92,173.78,-1,162.116,154.2244,132.70085,90.0832936907417,147.47770645550654,162.116,176.7542935444935,5.88087167742998,1.1040772230528582,4.7767944543771215,2.570657434676543,0.0008639060070265714,1
2021-08-30,A,174.34,177.13,173.85,176.72,-1,163.29749999999999,154.8584,133.0374,91.66326577202169,147.9302924325505,163.29749999999999,178.66470756744948,6.176820671401032,1.1200209736191278,5.056799697781904,2.6263247607710754,0.016917942225802785,1
2021-08-31,A,177.25,177.45,174.84,175.43,-1,164.37550000000002,155.4394,133.36715,85.24554639006023,148.76986205118484,164.37550000000002,179.9811379488152,6.235392439652969,0.9428741934968521,5.292518246156117,2.6251587064302835,-0.007299683114531441,1
2021-09-01,A,175.06,175.76,174.39,175.46,-1,165.4345,156.0162,133.69355,85.27137279136514,149.83886569184466,165.4345,181.03013430815537,6.21261656076598,0.7360786516878903,5.47653790907809,2.5355045131138354,0.00017100837941064206,1
2021-09-02,A,176.31,178.3,175.72,178.08,-1,166.58499999999998,156.6328,134.03255000000001,87.35337063201378,150.81476888331326,166.58499999999998,182.3552311166867,6.332976011087993,0.6851504816079226,5.6478255294800705,2.5572541907485618,0.01493217827425064,0
2021-09-03,A,177.93,179.57,177.11,179.25,-1,167.763,157.2844,134.3795,88.15837556474725,151.89994514055647,167.763,183.62605485944354,6.448437392268033,0.6404894902303706,5.807947902037663,2.550307462837949,0.006570080862533523,0
2021-09-07,A,179.72,179.84,176.81,177.75,-1,168.823,157.8956,134.7385,81.03649811031906,153.28486206373657,168.823,184.36113793626345,6.3457540026823835,0.4302448805157759,5.915509122166608,2.5845712154923817,-0.008368200836820106,0
2021-09-08,A,177.29,179.19,176.45,178.75,-1,169.934,158.5118,135.0889,82.07607690812587,154.9283780360043,169.934,184.9396219639957,6.272759848418076,0.28580058100117434,5.986959267416902,2.5956732715286406,0.005625879043600568,0
2021-09-09,A,178.66,179.42,177.03,177.23,-1,170.9705,159.0804,135.4206,75.31738887346523,157.04722229303385,170.9705,184.89377770696612,6.022832692246112,0.02869873986336824,5.994133952382744,2.5809823235623086,-0.008503496503496577,0
2021-09-10,A,177.51,179.32,177.18,177.25,-1,171.9255,159.6698,135.74585000000002,75.34615633492443,159.1303504667204,171.9255,184.7206495332796,5.7599799893507395,-0.18732317042560354,5.947303159776343,2.5494835861649996,0.00011284771201269805,0
2021-09-13,A,178.11,178.11,170.21,172.05,-1,172.56550000000001,160.1548,136.0333,56.807632154483876,161.24429962659542,172.56550000000001,183.8867003734046,5.073585649596794,-0.6989740081436402,5.772559657740434,2.931663330010357,-0.02933709449929467,0
2021-09-14,A,172.36,173.98,171.8,172.43,-1,173.083,160.62720000000002,136.32335,57.62809140968884,162.88989582945314,173.083,183.27610417054686,4.508307056916692,-1.0114020806589936,5.519709137575686,2.877973092152473,0.002208660273176344,0
2021-09-15,A,172.5,175.12,171.45,173.84,-1,173.725,161.12400000000002,136.6219,60.61742456032621,165.26639615850166,173.725,182.18360384149832,4.126526882515833,-1.1145458040478822,5.241072686563715,2.934546442713012,0.008177231340253943,0
2021-09-16,A,173.81,174.06,171.09,173.27,-1,174.2355,161.6,136.90380000000002,58.81109905772271,167.4128520343491,174.2355,181.0581479656509,3.7349153284123986,-1.2049258865210541,4.939841214933453,2.9370788396620826,-0.00327887712839392,0
2021-09-17,A,172.98,177.14,172.79,173.97,-1,174.549,162.1032,137.1969,60.372806625478205,168.45331420895064,174.549,180.64468579104937,3.4413744774378188,-1.1987733899965072,4.640147867434326,3.038001779686219,0.004039937669533034,0
2021-09-20,A,170.47,172.59,169.16,171.31,-1,174.707,162.5294,137.48095,52.263458629144246,169.1716167821492,174.707,180.2423832178508,2.959980654281793,-1.344133770522026,4.304114424803819,3.164573081137204,-0.015289992527447227,0
2021-09-21,A,172.31,173.57,171.13,171.48,-1,174.781,162.9686,137.7705,52.700729934066636,169.47578151647474,174.781,180.08621848352527,2.5626495318173284,-1.393171914389193,3.9558214462065213,3.1128178610559747,0.0009923530441888762,0
2021-09-22,A,172.38,173.31,170.88,172.35,-1,174.8675,163.4302,138.0566,54.9738374498749,169.7967048791202,174.8675,179.93829512087981,2.2915479454782712,-1.3314188005826004,3.6229667460608717,3.064045156694834,0.0050734779566130594,0
2021-09-23,A,173.69,174.3,172.48,172.73,-1,174.838,163.91299999999998,138.34830000000002,55.969177243249476,169.72262956015052,174.838,179.95337043984946,2.083345301531949,-1.231697155623138,3.315042457155087,2.9844705026452045,0.0022048157818392866,0
2021-09-24,A,171.93,173.09,171.36,172.4,-1,174.7765,164.3818,138.6253,54.8355157593655,169.57119390150868,174.7765,179.98180609849132,1.8701569588215534,-1.1559083986668273,3.0260653574883807,2.894865466741975,-0.0019104961500606699,0
2021-09-27,A,171.58,171.71,164.23,166.38,-1,174.4065,164.73080000000002,138.87515000000002,39.226352308364525,167.9915100709731,174.4065,180.82148992902688,1.2015888047455974,-1.459581242194227,2.6611700469398243,3.271660790546121,-0.03491879350348037,0
2021-09-28,A,164.37,164.68,158.79,159.9,-1,173.5655,164.977,139.0805,29.49405479897456,164.5460695710206,173.5655,182.58493042897936,0.14716544978873003,-2.0112036777208755,2.1583691275096055,3.580113591221398,-0.03894698882077163,0
2021-09-29,A,160.81,161.85,159.78,160.0,-1,172.794,165.19079999999997,139.28799999999998,29.783579628671617,161.98410901267113,172.794,183.6038909873289,-0.6726496055169662,-2.2648149864212574,1.5921653809042913,3.4722483347055833,0.0006253908692932519,0
2021-09-30,A,160.77,162.49,157.48,157.5,-1,171.89600000000002,165.3622,139.49175,26.81860518382925,159.19932758056848,171.89600000000002,184.59267241943155,-1.5067195251380383,-2.4791079248338637,0.9723883996958254,3.582087739369472,-0.015625,0
2021-10-01,A,157.37,158.0,153.11,156.05,-1,170.7945,165.477,139.68505000000002,25.24862398162358,156.62029143581245,170.7945,184.96870856418755,-2.2586920316771852,-2.5848643450984086,0.3261723134212233,3.675510043700223,-0.009206349206349107,0
2021-10-04,A,154.99,156.3,151.24,152.4,-1,169.452,165.479,139.86095,21.79053815839704,153.6563982137588,169.452,185.2476017862412,-3.1132722914252042,-2.7515556838771422,-0.3617166075480622,3.774402183435922,-0.02338993912207632,0
2021-10-05,A,152.88,155.82,152.39,153.05,-1,168.217,165.53439999999998,140.03135,23.79225363568777,151.3285472647876,168.217,185.10545273521242,-3.695484491610415,-2.6670143072498824,-1.0284701843605328,3.7498020274762136,0.004265091863517201,0
2021-10-06,A,152.09,154.28,151.62,153.63,-1,166.961,165.6076,140.203,25.62157229160205,149.64000586297763,166.961,184.2819941370224,-4.063252061651696,-2.42782550183293,-1.6354265598187654,3.671959025513627,0.0037896112381574643,0
2021-10-07,A,154.72,157.43,154.68,155.3,-1,165.8645,165.68420000000003,140.3908,30.774228979597382,148.50416835752074,165.8645,183.22483164247924,-4.1718648067079585,-2.029150597511354,-2.1427142091966043,3.681104809405512,0.01087027273319019,0
2021-10-08,A,156.42,156.95,152.27,152.47,-1,164.62550000000002,165.68,140.5665,27.320222885296516,147.1498574321882,164.62550000000002,182.10114256781182,-4.4351726291114915,-1.8339667359319094,-2.601205893179582,3.7524544658765455,-0.01822279459111409,1
2021-10-11,A,151.92,152.37,149.88,150.0,-1,163.523,165.615,140.73024999999998,24.71311713582702,145.25532466608624,163.523,181.79067533391375,-4.787961690776825,-1.7494046380777943,-3.038557052699031,3.669422004028221,-0.01619990817865813,1
2021-10-12,A,150.7,151.19,146.36,147.91,-1,162.297,165.51139999999998,140.8833,22.736041522537093,143.27079967131158,162.297,181.32320032868842,-5.176523357998633,-1.710373044239681,-3.466150313758952,3.7523204323119184,-0.013933333333333353,1
2021-10-13,A,148.86,150.9,148.77,150.25,-1,161.1175,165.43900000000002,141.04545,29.533302211124195,142.17966610507975,161.1175,180.05533389492027,-5.235293628807767,-1.4153146520390516,-3.8199789767687156,3.697868972861068,0.01582043134338451,1
2021-10-14,A,152.23,153.41,151.52,152.56,-1,160.082,165.4046,141.2221,35.56017633320971,141.68491945357667,160.082,178.47908054642332,-5.037403742646177,-0.9739398127019685,-4.063463929944208,3.6594497605138487,0.015374376039933413,1
2021-10-15,A,153.44,153.88,152.58,153.25,-1,159.046,165.3682,141.40140000000002,37.285605861335284,141.63466987154308,159.046,176.4573301284569,-4.7699127635435445,-0.5651590668794686,-4.204753696664076,3.4923462061914305,0.004522810697430435,1
2021-10-18,A,153.59,155.42,152.49,154.78,-1,158.2195,165.35,141.583,41.054554021997866,141.71358721572452,158.2195,174.7254127842755,-4.383930796855793,-0.14334168015337312,-4.24058911670242,3.4521786200348985,0.009983686786296797,1
2021-10-19,A,155.62,157.46,155.56,155.63,-1,157.427,165.3316,141.7679,43.10040632054189,142.1236256215035,157.427,172.7303743784965,-3.9637576799710246,0.22146514938511608,-4.185222829356141,3.3970230043181204,0.0054916655898693545,1
2021-10-20,A,156.69,158.14,156.2,157.62,-1,156.69050000000001,165.3534,141.95825000000002,47.67887188329297,143.0877859132335,156.69050000000001,170.29321408676654,-3.430644751585845,0.6036624622162368,-4.034307213802082,3.333664218295397,0.012786737775493107,0
2021-10-21,A,157.5,157.88,154.56,156.91,-1,155.89950000000002,165.3616,142.12834999999998,46.24898095608908,144.57482089451963,155.89950000000002,167.2241791054804,-3.0305061922916536,0.8030408172083425,-3.833547009499996,3.3326882027028684,-0.0045045045045045695,0
2021-10-22,A,157.41,158.72,156.68,157.93,-1,155.176,165.3572,142.2873,48.63235969902804,146.83375393112377,155.176,163.5182460688762,-2.6011041165791937,0.985954314336642,-3.5870584309158358,3.2403533310812342,0.00650054171180936,0
2021-10-25,A,157.77,158.51,156.64,158.34,-1,154.774,165.33899999999997,142.4433,49.599762434725974,148.09620837008018,154.774,161.45179162991982,-2.2023292240229466,1.1077833655143117,-3.3101125895372583,3.142470950289718,0.0025960868739314247,0
2021-10-26,A,159.19,159.2,157.02,158.19,-1,154.6885,165.2612,142.59345,49.234437962394644,148.24745962963848,154.6885,161.12954037036152,-1.8767667956780372,1.1466766350873772,-3.0234434307654143,3.0737230252690226,-0.0009473285335355186,0
2021-10-27,A,158.38,158.53,154.82,155.25,-1,154.451,165.1462,142.7348,42.60996804123291,148.50318518675755,154.451,160.39881481324244,-1.8348387757989428,0.9508837239731776,-2.7857224997721204,3.11917138060695,-0.01858524559074526,1
2021-10-28,A,155.98,157.8,154.18,155.75,-1,154.3635,165.0,142.87865,43.990204491170466,148.55468174895452,154.3635,160.17231825104545,-1.7411933040897054,0.8356233565459319,-2.5768166606356373,3.15494485342074,0.0032206119162641045,1
2021-10-29,A,155.39,157.56,154.61,157.46,-1,154.43400000000003,164.7952,143.03560000000002,48.54776130143309,148.5059954542248,154.43400000000003,160.36200454577525,-1.5115714296270255,0.8521961848068895,-2.363767614433915,3.1403059353192577,0.010979133226324267,0
2021-11-01,A,157.94,157.94,155.77,157.06,-1,154.667,164.5734,143.18975,47.57260638627774,148.70936323787117,154.667,160.62463676212883,-1.346351198300141,0.8139331329070192,-2.1602843312071602,3.0709983685107383,-0.002540327702273637,1
2021-11-02,A,157.82,157.93,155.42,157.84,-1,154.9065,164.3302,143.34225,49.69457297199917,148.83846719642526,154.9065,160.97453280357473,-1.1393398922941458,0.8167555511304117,-1.9560954434245574,3.0309270564742583,0.004966254934420045,1
2021-11-03,A,157.54,158.28,154.58,158.18,-1,155.134,164.0814,143.49265,50.63254526019384,148.9278726372961,155.134,161.34012736270387,-0.9370451096137344,0.8152402670486585,-1.752285376662393,3.0787179810118106,0.0021540800810948557,1
2021-11-04,A,158.41,158.97,156.39,157.68,-1,155.253,163.7686,143.64620000000002,49.180293035529516,148.9430676457044,155.253,161.56293235429558,-0.8077595093984655,0.755620693811142,-1.5633802032096076,3.0430952680823964,-0.0031609558730559817,1
2021-11-05,A,157.34,157.34,152.47,156.35,-1,155.44699999999997,163.423,143.79625,45.44627109370291,149.25995036726775,155.44699999999997,161.6340496327322,-0.8033590020001782,0.6080169609675437,-1.4113759629677218,3.197874177505083,-0.008434804667681428,1
2021-11-08,A,156.46,161.15,156.46,160.94,-1,155.99399999999997,163.1662,143.9736,57.45247648137825,149.90091366771895,155.99399999999997,162.087086332281,-0.42460237652289834,0.7894188691558588,-1.2140212456787571,3.3123117362547214,0.02935721138471381,0
2021-11-09,A,161.22,162.12,159.45,159.78,-1,156.5875,162.8274,144.15275,54.20567263193601,151.59729960322238,156.5875,161.57770039677763,-0.21555257164439467,0.7987749392274901,-1.0143275108718848,3.2664323265222426,-0.007207655026718052,1
2021-11-10,A,159.07,159.99,158.1,159.32,-1,157.041,162.5052,144.35535,52.928293789415875,152.89944219494257,157.041,161.18255780505743,-0.08600582911404331,0.7426573454062732,-0.8286631745203165,3.168115731770655,-0.002878958568031109,1
2021-11-11,A,160.44,161.05,157.93,158.81,-1,157.3535,162.1722,144.5418,51.47982523164404,153.7240515860568,157.3535,160.9829484139432,-0.024212730788377712,0.6435603549855511,-0.6677730857739288,3.164678893787037,-0.003201104694953494,1
2021-11-12,A,159.57,161.06,157.79,160.84,-1,157.733,161.8274,144.74515000000002,56.57408095163427,154.32997286460824,157.733,161.13602713539177,0.18641391582900724,0.6833496012823488,-0.49693568545334155,3.1722018299451067,0.012782570367105395,1
2021-11-15,A,161.25,162.38,157.48,157.78,-1,157.88299999999998,161.398,144.92975,48.33578752972025,154.77647647344253,157.88299999999998,160.98952352655743,0.10520785359673823,0.48171483124006387,-0.37650697764332564,3.2956159849490283,-0.01902511812981844,1
2021-11-16,A,157.01,162.98,156.94,161.4,-1,158.1715,161.071,145.1209,56.42064509528919,154.87977336941094,158.1715,161.46322663058908,0.3291608492426974,0.5645342615088185,-0.23537341226612105,3.4916434145955257,0.02294333882621369,0
2021-11-17,A,161.94,162.22,159.84,161.5,-1,158.3655,160.726,145.3178,56.62258508919592,154.76753288391564,158.3655,161.96346711608436,0.5088486851562948,0.5953776779379327,-0.08652899278163789,3.4122403135529877,0.0006195786864930941,0
2021-11-18,A,162.4,162.83,160.36,162.18,-1,158.629,160.425,145.50825,58.04624411098181,154.72128078366828,158.629,162.5367192163317,0.698075922009906,0.6276839318332351,0.07039199017667089,3.3449374340134885,0.004210526315789442,0
2021-11-19,A,162.3,165.07,162.29,164.27,-1,158.946,160.1654,145.71365000000003,62.15724115941437,154.31529515425288,158.946,163.57670484574712,1.005099245219867,0.747765804034557,0.2573334411853101,3.312441903012524,0.012886915772598373,0
2021-11-22,A,165.0,165.67,162.8,162.88,-1,159.173,159.982,145.91105,58.08096727920887,154.23262243079327,159.173,164.11337756920673,1.1233072705813072,0.6927790635167976,0.43052820706450956,3.2808389099401993,-0.008461678943203377,0
2021-11-23,A,154.88,159.33,151.86,154.78,-1,159.0025,159.629,146.0688,41.14683458279738,153.69737685543944,159.0025,164.30762314456055,0.556965327253863,0.10114969615148278,0.45581563110238027,3.833636130658755,-0.04972986247544198,0
2021-11-24,A,153.11,154.64,151.17,152.95,-1,158.8875,159.2112,146.20815,38.421298647993595,153.15720056812455,158.8875,164.61779943187543,-0.039079959709283685,-0.3959164726493312,0.35683651294004753,3.8176621213259883,-0.011823232975836762,0
2021-11-26,A,152.31,159.05,151.58,152.35,-1,158.7175,158.7928,146.33515,37.543223106811354,152.42147661008792,158.7175,165.01352338991208,-0.5534849000968052,-0.7282571304294821,0.174772230332677,4.078543398374132,-0.00392285060477271,0
2021-11-29,A,153.68,155.37,151.58,153.39,-1,158.51399999999998,158.3812,146.46200000000002,40.09864865433369,151.79776233140484,158.51399999999998,165.23023766859512,-0.8672382305987298,-0.8336083687451254,-0.033629861853604365,4.057933155633122,0.006826386609779966,0
2021-11-30,A,152.87,155.72,149.6,150.67,-1,158.1945,157.9684,146.57585,35.95516869556941,150.63233802843303,158.1945,165.75666197156698,-1.320153367252999,-1.0292188043195156,-0.2909345629334833,4.205223644516471,-0.017732577091075008,1
2021-12-01,A,151.69,152.86,148.1,148.15,-1,157.70999999999998,157.5018,146.66615,32.59470729604716,148.9115982312574,157.70999999999998,166.50840176874257,-1.860982566999155,-1.2560384032525373,-0.6049441637466177,4.2448505270510095,-0.016725293688192644,0
2021-12-02,A,148.56,152.57,147.86,150.97,-1,157.34949999999998,157.0742,146.78225,39.41828857887059,148.0553151174199,157.34949999999998,166.64368488258006,-2.038544104498328,-1.1468799526013682,-0.8916641518969599,4.278075489404507,0.019034762065474053,1
2021-12-03,A,151.91,153.02,147.64,149.33,-1,156.93200000000002,156.6062,146.89445,37.068123368124745,146.9738674335734,156.93200000000002,166.89013256642664,-2.2852542081857337,-1.114872045031019,-1.1703821631547147,4.356784383018473,-0.01086308538120151,1
2021-12-06,A,149.64,152.02,147.76,151.47,-1,156.688,156.18759999999997,147.03435000000002,41.933132246225625,146.43504232659512,156.688,166.94095767340485,-2.281790566252056,-0.8891267224778729,-1.392663843774183,4.34987121280287,0.014330677024040561,1
2021-12-07,A,152.75,156.14,152.7,153.84,-1,156.33300000000003,155.9368,147.19165,46.83496319411985,146.20907294833833,156.33300000000003,166.45692705166172,-2.064013746318267,-0.5370799220352669,-1.526933824283,4.3727375547455205,0.015646662705486314,0
2021-12-08,A,154.44,156.37,154.29,156.31,-1,156.1595,155.865,147.34775,51.43621255114126,146.16621072537603,156.1595,166.15278927462398,-1.672832320486151,-0.11671879696252097,-1.55611352352363,4.24111344369227,0.016055642225689004,0
2021-12-09,A,156.0,157.86,154.54,154.66,-1,155.92649999999998,155.7582,147.5105,48.42141076602832,146.0266153116764,155.92649999999998,165.82638468832354,-1.4789114618372423,0.061761649349110215,-1.5406731111863525,4.175319626285681,-0.010555946516537684,0
2021-12-10,A,155.06,156.32,154.07,156.22,-1,155.797,155.7326,147.6813,51.32617314921539,145.98859522600517,155.797,165.60540477399482,-1.1856810288577435,0.2839936658628872,-1.4696746947206307,4.037796795836704,0.010086641665589147,0
2021-12-13,A,157.39,157.88,155.12,156.33,-1,155.57150000000001,155.7382,147.84055,51.53344297961561,146.04803253108008,155.57150000000001,165.09496746891995,-0.9336551223483696,0.42881565789780884,-1.3624707802461784,3.946525596134082,0.0007041351939574003,0
2021-12-14,A,154.8,155.76,150.1,151.93,-1,155.279,155.7288,147.982,43.545599477019344,145.68207088590054,155.279,164.87592911409945,-1.0765561343726802,0.22873171669879877,-1.305287851071479,4.109630910695935,-0.02814558945819745,1
2021-12-15,A,152.58,154.58,150.64,154.31,-1,154.9245,155.754,148.15715,48.22084389819746,145.76579525360845,154.9245,164.08320474639154,-0.986389620894613,0.2551185841414929,-1.241508205036106,4.097514417074798,0.015665108931744776,1
2021-12-16,A,154.03,154.96,150.46,150.75,-1,154.387,155.69639999999998,148.3357,42.545203743521384,145.59884984437056,154.387,163.17515015562944,-1.188494037732056,0.04241133384323992,-1.230905371575296,4.126263387283741,-0.023070442615514275,1
2021-12-17,A,150.43,152.6,148.06,151.41,-1,153.8485,155.6186,148.51235,43.86436327587899,145.78060318934592,153.8485,161.91639681065408,-1.2806442898100556,-0.0397911345878077,-1.240853155222248,4.155816002477759,0.004378109452736201,1
2021-12-20,A,150.63,152.02,148.65,150.43,-1,153.1565,155.5778,148.68404999999998,42.31093751433455,146.62426003599373,153.1565,159.68873996400626,-1.4164241820100756,-0.14045682143026217,-1.2759673605798134,4.099686288015063,-0.006472491909385036,1
2021-12-21,A,150.98,154.05,150.78,153.94,-1,152.7095,155.6566,148.8543,49.2440937105526,148.0133762905213,152.7095,157.40562370947868,-1.2266628533119501,0.03944360581429085,-1.266106459126241,4.065422981728273,0.02333311174632713,1
2021-12-22,A,153.78,157.12,153.65,156.78,-1,152.80949999999999,155.834,149.0382,54.05544893756684,147.84994791920715,152.80949999999999,157.76905208079282,-0.8374576772287128,0.34291902551802256,-1.1803767027467353,4.022892768747682,0.018448746264778437,1
2021-12-23,A,156.87,158.84,156.67,157.8,-1,153.052,155.985,149.218,55.68041045461695,147.61246209393013,153.052,158.49153790606985,-0.441613648363159,0.5910104435068613,-1.0326240918700202,3.8905432852657063,0.00650593187906634,1
2021-12-27,A,158.47,159.84,157.11,158.74,-1,153.37150000000003,156.1086,149.40455,57.1833252809663,147.38265677631424,153.37150000000003,159.36034322368582,-0.051461048558365974,0.7849304346493234,-0.8363914832076894,3.8076473363181553,0.005956907477820073,0
2021-12-28,A,159.09,159.83,158.12,159.15,-1,153.6595,156.2266,149.58005,57.85464444903429,147.13672217714654,153.6595,160.18227782285348,0.2875070686511947,0.8991188414871073,-0.6116117728359126,3.657815383724002,0.0025828398639284877,0
2021-12-29,A,159.61,161.4,159.13,160.69,-1,154.1605,156.34480000000002,149.7686,60.36816173632675,147.0884304748599,154.1605,161.23256952514012,0.6726529488734911,1.027411777367523,-0.3547588284940319,3.558685713458003,0.009676405906377639,0
